TF	Target
E2F6	TRIM50
GATA2	TLE6
GATA1	CD84
FOXM1	LAMB1
CEBPB	FNTB
CEBPB	FAM107B
KLF5	MTO1
HDAC1	SLC38A7
SAP30	ZNF385C
TFAP4	CRTAP
NOTCH1	CD3E
RARG	ZNF295-AS1
CTCF	LINC00222
CDK9	SMARCB1
ZEB1	GOLPH3
LMNB1	RN7SL549P
NR2F2	GATA1
CTCF	B3GNTL1
SMC1A	CSNK1E
ERG	GJD2
KAT5	PIP5K1C
ASCL2	HES2
JUND	RNVU1-7
JUN	TMEM229B
RAD21	MIR2467
FOXP1	RHEBP3
ETV1	CLDN4
HDAC2	EBNA1BP2
JUND	MLYCD
GATA3	HSPB8
CDK9	MIR3609
BHLHE40	TCN2
RYBP	LDLR
ERG	KTN1
FOS	KDM5B
STAT1	MIR6765
JUND	SFRP4
GATA1	TSPAN18
FOSL1	ENO1
FLI1	HUS1
JUN	SLC9A3
NRF1	NONO
MXI1::CLEC5A	FKBP2
BCL11A	RNA5SP383
MAZ	RNA5SP37
MAZ	ALOX12-AS1
MYH11	RNF208
E2F3	H2AC11
CBX3	TMEM161A
GATA1	PHF19
BCOR	SEMA4D
ZBTB7A	SPPL3
TFAP4	MIR6750
LMNB1	FBXO46
CBFB	TRIM50
E2F4	SLC27A5
BRD3	PACS1
JUN	SNORA11B
FLI1	RELB
JUN	GAS6-AS1
ARID3A	GLTPD2
BPTF	FAM131A
SP1	DMKN
ARNT	RAPGEFL1
ARNT	PCYT1A
BCL3	SEC1P
PPARG	ATP5PD
MAZ	C1orf198
ZBTB7A	JUN
RAD21	MIR3909
LYL1	IFT22
E2F6	CCKBR
RELB	TRIM31
POU2F1	MIR591
MED12	PPM1G
RORA	RTEL1
FLI1	SNRPGP19
E2F4	SERHL2
ATF3	C12orf76
JUND	MIR339
NR3C1	CDC42EP1
MYB	SNORA5B
PHF8	OIP5-AS1
BCL6	POLR2D
SETDB1	RBCK1
SP1	LUCAT1
NOTCH1	GNPTG
JUN	MIR3197
ATF3	TMED5
SIN3A	STX2
MRE11A	PSMB8-AS1
ELK3	BRMS1
MYB	EPHA1
POU2F1	MIR3666
NFIC	GALM
E2F3	TBC1D24
CDK9	PSMD4
SMC1A	RAB4B-EGLN2
LMNB1	DEF8
GTF2B	MRPS7
HDAC2	SLC7A5
AHR	MVP
ATF2	NDUFB3
WDR5	MEF2D
NOTCH1	IQCC
GATA3	MIR3935
LMNB1	CHAC1
CEBPA	FTLP12
GRHL2	PLEKHG4
BRD4	IARS2
TCF12	SMARCA4
MITF	YWHAQ
KDM5B	SRRM2
CREB1	CCR5AS
MAZ	TMX2-CTNND1
PBX3	SHROOM3
TCF12	SOCS3
PBX3	MIR6732
E2F7	CDCA3
ESR1	ACBD5
ATF1	C1orf35
E2F3	FICD
CHD1	CHD4
BRD2	AGA
AHR	AIFM1
JUNB	RPS6KA2
PBX3	ZBTB43
MYB	SLC12A8
WDR5	NFIX
EGR1	LINC01004
FOXA1	SERTAD4-AS1
SMC1A	ITGA9-AS1
NR2F2	PATL2
MAZ	RGS9
WDR5	DPM1
TCF12	NKTR
CREB1	PTGES3L-AARSD1
PHF8	HMGN2P18
RUNX1T1	SENCR
ATF3	C6orf132
CBX8	HOXB3
TAF1	CLIC1P1
MAX	RIBC1
MYOD1	RNU6-24P
ZBTB7A	ENO2
CREBBP	GYPC
FOXA1	RNA5SP483
GMEB2	CORO2A
TBP	RARRES2
FOXD2	HEXIM1
DDIT3	PLXNC1
TAF1	SNHG9
GATA1	CDC37
EGR1	LGALS8
MXI1::CLEC5A	THADA
NRIP1	ITSN1
RELA	SLC35A2
KDM4C	TNFRSF1A
CBFB	NISCH
GTF2B	SNORD34
GATA1	BEST4
EWSR1	KBTBD4
FOS	PRR5L
CEBPB	DECR2
RUNX3	MIR320E
RUNX1T1	MIR6791
RNF2	LRRC75A
ZNF384	RNU7-110P
TFAP2C	LRIG2-DT
RNF2	PSMD8P1
NFIC	RAB44
GABPA	PLAA
FOXA2	SNRPGP18
HDAC2	RPS11P7
UBTF	ANKRD33B
ERG	USB1
PBX3	CYB561D2
NFE2	HMGN1
MNT	TELO2
TFAP2A	PCNX3
EP300	HMGB1P39
NRF1	UNKL
SMC1A	WBP2
CTCFL	ATXN7L2
RBBP5	DCXR
MAZ	MIR6845
GTF2B	NOP56
ERG	NOL8
GATA3	XXYLT1-AS2
NR2F2	MCCD1
MXI1	CYB561D1
ATF2	NFATC2
SPI1	MLH3
RAD21	LINC01002
ALX1	TEX9
E2F6	UBE2Q2
GATA1	RGL3
FOXA1	BIVM
ERG	LIG1
HDAC1	KLF13
HDAC1	FASTKD3
FOXA1	PGF
GTF2B	RPS23
WDR5	OTUB1
LMNB1	PPP6R3
BATF	CCT6A
RXRA	RRM2
KLF4	FAM20C
TBX5	ITGA9
NOTCH1	RN7SL236P
BRD2	CIART
GABPA	PRR13P4
BRD2	COQ9
E2F6	SF3A2
NOTCH1	XXYLT1
TFAP2A	RPAP3
SUMO2/SUMO3	ALDH7A1
RYBP	PPRC1
SUMO2	ZFX
RUNX3	HDAC10
TP53	HEATR9
KLF4	PTP4A2P1
AHR	CELF2
JUN	FAM225A
POU2F1	HOXA13
MYH11	RNU6-942P
NKX2-1	ZNF3
CBFB	MZF1-AS1
FOXO3	SLC35G6
KDM4C	AANAT
FOXA2	MYL12B
FOXF2	ATXN1-AS1
TAF1	UBE3D
OTX2	PROCA1
SAP30	FOXH1
ZBTB7B	XPR1
EHF	POLR2M
MED12	DGAT2L7P
FOXP1	DIDO1
CEBPB	MID1
JUN	MFHAS1
CEBPD	MBD4
LMNB1	VIM
IRF1	ROGDI
BRD3	SULT4A1
BRD4	PCMTD1
RNF2	ZSCAN2
GRHL3	ZNF565
GMEB2	DHRS13
JUND	RPS25
IRF1	NQO2
NCOR2	PTPN2
NR2F2	GPR39
ERG	TNFSF12-TNFSF13
GATA1	RNU6-1153P
NRIP1	PCBP1-AS1
GABPA	HMGB2P1
CBFB	MIR711
ARNT	TEK
CREB1	RHOBTB2
SP1	GRK2
SUMO2	IGF2BP1
MAZ	TCP11
SPI1	KLC2
TCF3	TRMT6
FOSL1	OPA3
SMC3	PHF19
ETV1	ELL
ATF6	CYP11B2
DDX5	GPN2
RBBP5	TUBG2
UBTF	TMEM242
KDM5B	RNU6-1091P
HOXB13	TMEM68
NR2F2	DONSON
BCL6	DHX37
CEBPB	CNN3
MAZ	COX6CP16
LMNB1	CLCF1
ATF3	MIR4425
TFAP2C	TNNT3
MEF2A	SERTAD2
CDK9	MFAP3
CREBBP	ROM1
NR2F2	CNDP2
KLF5	BRD4
JUNB	ANKZF1
TAF3	TIRAP
KLF5	WSB1
PHF8	RPS5
RYBP	PRPF8
ZNF384	RPL36
FOXA1	FOXM1
ZBTB7A	THAP7
E2F6	PRRT3-AS1
EBF1	TRAF6
RUNX1T1	ZMAT3
KDM4A	ABCB9
JUN	DENND3
ATF1	LYRM1
SREBF2	MIR6816
EHF	RASSF7
FOXP1	CCDC85B
PAX2	MIR760
TFAP2A	MIR6515
SP4	PEBP4
POU3F1	SNORA115
GATA1	PSORS1C2
FLI1	RFESD
KLF9	RPS7
BRD4	PMS2CL
POLR2A	MIR21
IRF1	NSL1
FLI1	FOLR3
ARID3A	PLB1
TCF21	TSSK3
LMO2	ROBO1
E2F6	MT1G
DEK	BIRC3
TFAP2A	CREBZF
SMARCA4	GPER1
CDK9	ARL4C
CBFB	CASKIN2
PHF8	SEPHS2
ATF4	IGFBP1
HDAC1	EXTL2
ETS1	TADA2B
EP300	STX2
ERG	GAS7
BHLHE40	PLD6
MEF2A	SNORD28
KAT5	MIR639
RAD21	SLC6A16
SPI1	SOCS4
CREBBP	ITGAL
NRIP1	SSNA1
GRHL2	SERP2
ZBTB7A	SLC6A8
STAT5B	ATP10D
SIN3A	BATF2
BRD4	NCOA1
HDAC2	AURKB
ZNF148	VIM
CTCF	COA3
RBPJ	TRAPPC10
KLF1	CATIP
FLI1	ACCS
ETS1	RALGDS
THAP11	ZNF814
ZNF263	KCTD19
ERG	ACER3
KLF5	SERTAD4
GMEB2	RPL13A
SPI1	RNU6-20P
SMC3	PITPNM1
NFKB1	IFNA7
ZNF263	KRT18P5
PBX1	IDI2-AS1
RAD21	KCNN1
ETV5	PIGC
SETDB1	TBC1D9B
BCL6	MIR6791
GABPA	CASP6
NFKB2	MIR568
RBBP5	TRGV5
TBL1X	ENTPD4
SRC	BNIPL
CDK7	RINL
HCFC1	RN7SL525P
ATF7	SEZ6L2
GATA4	GPR108
CTCF	ANKRD16
MYOD1	HSPH1
AR	HLCS
TFAP2C	NPIPB8
THAP11	PPP1R12C
GATA1	LRRC23
E2F6	MIR6858
ATF2	HLA-DMB
NFE2L1	B4GALT1
RUNX3	PITPNM1
RUNX1T1	IRF2BPL
CBFB	RASD1
FLI1	PLEKHG5
POU3F1	C6orf47
GTF2I	SNORA30
CREB1	TMEM121
TCF3	ANKHD1
ATF3	UBE2L6
SMC3	AP4M1
EBF1	PRR7
XBP1	STK10
CBX8	RPS23P5
CEBPA	CFL1P1
SPI1	ABO
CDK9	SPESP1
KLF4	MRPL14
NRIP1	SPATC1
TAF1	F11R
MYOD1	NOD2
USF2	SYNRG
KLF4	SUOX
HNF4G	NEK6
EWSR1	IFITM3
CBX3	ANKRD40
DDX5	SPTBN2
CTCF	WARS2-AS1
KLF4	PTPN14
TCF3	VEGFA
BRD4	CHP1
BCL3	SCAMP5
GRHL2	TEK
RUNX1	IL27RA
ERG	ZNF487
KLF5	HS3ST6
CDK9	TWSG1
PBX3	PTOV1-AS1
GATA1	CENPH
FOSL1	SH3BGRL3
CEBPA	SSPN
GTF3C2	POLR1B
RXRG	PSMD6
DDX5	PNPLA7
RARB	SFTPB
SPI1	SNORD79
MYH11	CDKN2D
LMNB1	VMO1
NFKB2	LINC01533
POU2F1	LENEP
NFE2	NFKBIE
NRF1	CTF2P
SRF	DCAF8
GLIS1	SOCS2-AS1
SREBF1	QTRT1
RBBP5	TRAF2
MAZ	ZNF197
GLI2	HHIP
JUN	PLEKHA3
FOXF2	ANO1
FOXA1	MAP3K14-AS1
BCOR	PABPC1
GRHL3	TMCO6
PBX3	FCER2
USF2	ANKLE1
IRF1	TAF6L
CEBPB	C5AR2
PBX3	EDEM3
EP300	SKIL
PBX1	IRX4
GABPA	RANBP3
FOXA2	ITPRIPL2
ASCL1	ZNF451
MYB	UNCX
FOXP1	RNF31
TFAP4	CCDC162P
RBBP5	CARD10
ETS1	CYP51A1
EZH1	ALDOA
MAFF	DEAF1
E2F6	CBX3
CREBBP	FXR1
BCOR	LRRC26
BATF	GTPBP1
LMNB1	NME3
ERG	ZCCHC3
FOXA1	RNA5SP295
TCF12	PCMT1
ATF6	FAU
ARID3A	TIPARP-AS1
CBX3	ARVCF
LMNB1	YY1AP1
PBX1	PARP10
OTX2	CREM
SP1	PDK4
POU3F1	STAG1
KAT5	BSN
MAZ	VAMP7
KLF4	IFNK
IRF1	CBR1
MAZ	TMEM123
CTCF	PPM1H
JMJD6	TUBB4A
SP4	EIF6
TFAP2A	RALBP1
SUMO2	HIF1AN
KDM5B	TMEM72-AS1
GABPA	PSMG2
SMC3	SNORA10
SUMO2	EML4
SPI1	RSPH9
CBX8	ZNF557
KLF5	WHAMM
ATF4	NFKBID
E2F1	ARL8A
LMNB1	STK10
NR3C1	DPF3
POU2F1	PAPOLG
CEBPB	RNU6-1287P
VSX2	CELF2
KLF4	SPECC1L
DDX5	GADD45B
HDAC2	SLC25A1
SP1	PAX4
ZNF92	RAD23A
ZNF263	KLF11
RNF2	IGSF9
NR2F2	DYNC1H1
NOTCH1	ITGAE
EP300	PRR25
GATA4	RNF5
POLR2A	APBB3
MYBL2	MAPT
PHF8	DIXDC1
ATF3	TMEM42
BRD3	TRAF5
ATF6	DAB1
ATF1	KCTD15
SMARCC1	STX16-NPEPL1
EGR1	SF3B2
E2F3	PGD
CEBPB	ACTR1A
STAT5A	NRXN3
FLI1	ZNF638
HDAC2	BRIP1
GATA2	FSCN1
ZBTB7B	DNM1P35
GATA3	DENR
SP1	VWA7
JUN	PSMD3
ERG	RNA5SP160
KLF4	HMGA1P4
SRF	YPEL4
ETV1	ZC3H7B
SMC3	MIR320E
BMI1	SFXN3
CREB1	GNRHR
IRF1	RPL34P31
ERG	ACTR1B
BCOR	EPHX3
USF2	TPRN
BCL11A	PRKRA
PBX3	FAM220A
SMC3	SF3A1
FOXA1	TNK2-AS1
RFX1	PTGS1
ZNF83	LTBP3
CBX8	VEGFA
NFYB	AMIGO3
ETS1	RP9P
BACH1	LINC02105
XBP1	GMDS
FOS	HSD11B1
FLI1	DNMBP
CEBPD	SKA2
SP1	EPHB2
KDM5B	FOXRED2
KLF4	PPIAP13
STAT3	C5orf58
GABPA	RPL39P36
FOXA2	APEX1
MAX	DARS1-AS1
NFYA	LRRC37A3
CBFB	PCGF3
CEBPB	JAG1
JUN	PIGK
NR2F2	PRMT6
HDAC1	SNORD73A
YY1	TMEM184A
SRF	MZB1
SRC	LRRK1
JUNB	SNORA40
KDM5B	PNPO
ZNF92	ZBTB47
ZBTB7B	ACYP1
E2F4	KBTBD6-DT
SRF	CDKN1C
STAG1	SNRPA
ETS1	DAND5
SUMO2	RPS15AP24
MXI1::CLEC5A	BEND6
FOS	CPEB4
GABPA	RFC1
SP1	ZBTB26
BRD4	SLC43A2
ZNF384	UBE2V2P4
AHR	MRPL36
GABPA	PAFAH1B3
MXI1::CLEC5A	RAB11FIP3
TAF1	RN7SL833P
EP300	RN7SL630P
FOXP1	BIVM
KAT5	PLEC
TBL1X	RNU6-362P
CTCF	EGR4
TFAP2C	NPTXR
PHF8	HSD17B11
JUN	TRBV12-4
CTCF	ICE1
PBX3	MIR4284
GTF2B	APOBEC3B
PPARG	VMP1
JUN	SLC38A5
USF1	FAF1
EP300	NOL12
BRCA1	SNX1
GTF2B	RPS6KB1
ASCL1	MYO1D
RARG	WDR59
MYH11	RASSF4
BCOR	DHX15
ETS1	RPGRIP1L
KLF4	IL12RB1
E2F7	KCTD16
KLF5	TAOK2
HDAC1	PSMC3IP
GTF2I	GALNT10
KLF4	EDEM2
UBTF	FBXO44
ZNF384	MIR194-2
GATA3	RCSD1
GATA1	SH3TC1
FOXA2	ZFP91-CNTF
GRHL3	TFR2
ZNF384	RNU6-722P
KLF4	ZDHHC5
STAG1	CDH26
RNF2	GPR32
RBCK1	PMEPA1
RAD21	CIAO1
MAZ	U2AF1L4
DUX4	CDADC1
NFYB	SNUPN
CTCF	USP49
MEF2A	LINC00640
CEBPB	LINC01323
NR2F2	ATP6V0E1
BRD2	BMS1P4
SUMO2	ELL
RNF2	MIR5189
BRCA1	CRIPT
RBCK1	CUL2
KDM5B	RHOBTB3
HCFC1	TUBB4B
BRD4	CT62
TFAP2A	NUP42
TBP	ABCA2
NFKB2	SBF2-AS1
TFAP4	ABCA2
NFYA	ENDOG
MAZ	MIR559
ORC1	DNAJB1
SPI1	RIMKLA
SMARCC1	KRT18P20
NFIC	MYBPH
TAL1	LINC00970
SPIB	VASP
HNF1A	ATP6V1G2-DDX39B
ERG	KRIT1
GRHL2	LINC00578
MED12	CHTOP
ATF2	EPDR1
FOSB	ASPRV1
ZNF263	PTPRO
ZNF263	MGAT4EP
KDM5B	SWI5
GABPA	CHP1
RUNX1T1	CTNNA1
RNF2	KCTD17
NOTCH1	ERBB3
ERG	TMED1
BHLHE40	TMEM201
EGR1	SPACA6
MAZ	WHAMM
MYC	NUDT1
RBCK1	ADAMTSL5
STAG1	FTH1P3
FLI1	SUPT7L
TAF3	CHKA
EP300	POLK
TAF3	ID1
PHF8	RPL23A
NFIC	NEDD9
LMNB1	DBF4B
BRD4	ANAPC1
CDK8	PNPLA7
ATF3	CHID1
E2F7	BBC3
CUX1	HAGLR
SPI1	OTULIN
TBP	UPK2
SMARCB1	CEBPB-AS1
JUN	ABHD14A-ACY1
ELF1	MAP4
MYC	PPIB
ZNF263	TTC21A
FOXP1	CKAP5
POU2F1	SH2B3
CTCF	CRTC2
BACH1	IL1RAP
ATF2	PTPN6
APEX1	CD19
BCOR	NDUFB2
RBPJ	TMEM187
EBF1	SNX11
ETV1	NPB
RELA	SLC38A1
DUX4	FAM131B
AR	EIF4ENIF1
SPI1	ANKRD39
MYH11	CCNC
KLF9	CALR3
ZNF263	BCAS3
XBP1	BHLHE40
SRF	OR10Q1
GTF3C2	GIGYF1
TFAP2A	NOL4L
FOXA2	RN7SL440P
SMC3	FBXO43
CTCF	CUEDC2
ARNT	CTAGE7P
TBP	SFXN2
THAP1	PSMB5
JUN	GTSF1L
CEBPB	TP53BP2
PPARG	KCNK15-AS1
RUNX1T1	CEP192
E2F1	ATMIN
CREB1	BDH1
FOXA2	CLDN20
EP300	TMCO6
KLF5	GPR137
E2F1	PPP2CB
HNF4A	PAXX
EP300	SERPINI1
TEAD1	MSLN
PHF8	ARID3C
ZNF384	MIR4517
PGR	SLCO3A1
THAP11	MED24
LMNB1	GPC2
CDK7	HIVEP2
ASCL1	ZSWIM1
LMNB1	SRL
KLF4	MIR6749
MYH11	TIMM10B
BCOR	CYB561A3
BRD3	TOB1-AS1
MED12	PGAM1P8
GABPA	DNAJC28
CEBPB	NAA38
FOXA2	IL1A
HDAC2	RPS13
BCL6	CTSC
NFIC	RBMS1
KLF4	MED10
CTCF	BIN3
SIN3A	F11R
NRIP1	FOXO3
ATF6	CPE
NFYB	ZBTB47
TCF3	PKIG
POLR2A	RPS4XP13
IRF1	FIBP
MAZ	NCBP2L
HLF	MIR4444-2
CBX8	CNTD1
CEBPD	ADTRP
FOXA2	RNA5SP123
GTF2B	PTPN2
CREB1	SERINC3
CEBPB	MLPH
ATF3	GRIN3B
PGR	BCL9L
KDM5B	NPBWR2
ZEB1	TNFSF13
E2F1	TMEM129
EBF1	C6orf120
USF2	FASTK
BCOR	DDX51
MED12	TEN1-CDK3
KLF4	SHCBP1
ATF1	TBC1D10B
ASCL2	SLC13A3
NOTCH1	SPATA25
RBCK1	VAMP1
FOXP1	SNHG20
MYOD1	GZMM
CREB1	NT5DC3
ZNF384	PEBP1P2
MXI1::CLEC5A	PIWIL4
ETS1	NDEL1
ATF2	DEPDC4
ARNT	TGFBR3
TGIF1	MSH5
MYOD1	ATP6V0D1
MTA3	IFI16
ERG	IMMT
FOXA2	RNA5SP448
BCL6	COMTD1
FOS	RNU7-195P
EP300	PTPRVP
BRD4	TRPT1
ELK3	HM13
MAX	STAG3L1
CREBBP	SRP54-AS1
YY1	NOS2
MRE11A	MKRN1
TBP	TRIM52
E2F7	CRABP1
ONECUT1	DIXDC1
MAX	CCDC148
ELK3	RASSF7
MAFF	SMIM24
ETS1	RASGRP2
EWSR1	CTDSP2
FOXP1	CHPT1
VEZF1	AZIN1
POU2F1	PKNOX2
KLF9	ZNF597
HNF4A	UBFD1
STAT6	ELMO2
SOX17	PPP2R2A
ZEB1	CHI3L2
HDAC1	ALG9
MYC	ARL17B
FOXA1	AKTIP
CBFB	TRGC2
DDX5	FHL3
FLI1	EI24P3
NFYA	ZER1
BACH2	MYEOV
BCOR	MIR6892
E2F4	SMS
E2F6	TMEM151A
SETDB1	SNAI3
BRD2	PROX2
EP300	MIR3621
FLI1	PKNOX1
TFAP2C	MIR1253
GABPA	SSB
BHLHE40	LINC00339
NOTCH1	RNU6-236P
FLI1	ALG11
TCF3	PMS2CL
MEF2A	PTPN22
EGR2	SNORA67
TAF3	ILVBL
CDK9	PHAX
RUNX3	MGAT2
HDAC1	UTP23
E2F3	PCDH7
NFYB	PRTFDC1
KDM5B	WDR93
SP1	MIR637
HDAC2	DNAJC16
NRIP1	UNC119
NOTCH1	ACY3
CTCF	RPAP2
NFYB	TRIP10
ATF3	GNL1
CBFB	KLC2
EP300	GCHFR
SMC1A	ZNF423
PPARG	SCIRT
KLF5	ADK
JUN	RBM10
MYB	SLC25A26
UBTF	KCNK4
SP4	CORO1C
GRHL2	EEF2K
CTCF	KLC1
ASCL2	SPTBN2
CTCF	ACTL7B
NFE2	TMEM198
CBFB	ARID3A
TFAP4	MIR3178
NFYB	IFI6
IRF2	PSMB9
GRHL2	ZNF695
KLF3	TMED10
RAD21	MEI1
HDAC1	FBXO5
CTCF	PLOD1
FOXP1	COMTD1
JUN	FBLN2
MAZ	GGT6
HDAC2	YARS2
TCF12	TEN1
POU3F2	NUP107
STAT1	SDHD
KLF1	RPS6P16
MRE11A	DNASE2
SAP30	CTIF
SMARCA4	COL11A2
SP1	KIAA1614-AS1
E2F7	SFN
TFAP2C	FBXO34
FOXL1	ZFYVE1
BMI1	FAM217B
KDM4A	AIFM2
RNF2	HNRNPC
TAF3	GPR108
SUMO2	PEX12
EWSR1	UBQLN1
BRD3	PRICKLE4
BCL6	RSBN1
ZNF263	FGF11
ELK1	NABP2
EBF1	MTND2P11
AHR	DNMBP
ATF1	NUCB2
E2F5	SUMO3
FLI1	TBL1XR1
IRF1	DNAL4
SREBF2	ZNF496
SIN3A	SNHG9
AHR	SFT2D2
FLI1	MEMO1P1
DDX5	NIFK-AS1
STAT1	LINC01995
JUNB	MSH5
ERG	CDKN1C
E2F1	SLC17A7
CEBPB	HNRNPA3P9
CBX8	CALML6
GMEB2	SMIM12
CBFB	RPRD1B
SP4	RASAL1
IRF4	MIR6509
TFAP2C	PLEKHF2
NFATC1	NR3C2
CUX1	BRIP1
MAFF	MIR8073
GTF2B	EIF4B
BRD2	ATP1B1
USF1	CLEC16A
HOXA6	CHMP3
CEBPB	SIRT1
UBTF	ALYREF
MYC	TIMM23
SPI1	EXOC3
NKX2-1	ANKRD10
ATF3	PPP1R14A
NOTCH1	SMARCA4
ETS1	TCF7L1
LMNB1	PAX8
PHF8	COX6A1
SREBF2	INTU
ZEB1	DDX42
MRE11A	GLI1
EBF1	MIR150
RBBP5	TBX6
BRCA1	RABIF
USF1	RASGRP3
SMARCC1	MED20
CTCF	KIF9-AS1
ETS1	RNU6-1102P
EGR1	USP2
CDK9	RBM26-AS1
GABPA	CIPC
TAF1	TMEM151B
MYC	ZNF785
TCF3	CDK10
RUNX3	PRMT5-AS1
TBL1X	IL4R
WDR5	AOC2
HDAC1	HYKK
BPTF	CNTNAP5-DT
ATF7	AMOTL2
ARNT	C1orf21
EBF1	RNU6-682P
GMEB1	HSPB6
RXRG	HCG20
HSF1	TECR
TAF1	LAMTOR1
CDK9	ACTN3
AR	ITPR1
FOXA1	RN7SL619P
BRD2	CILP2
FLI1	UFC1
ZIC2	RUNX1T1
MAX	AQP3
ZC3H8	PPARD
ZNF263	PSMD4
KLF5	ZMYND8
HDAC2	CCL28
FOXA1	BTBD7P1
MXI1	TRMT2A
PBX3	RHOG
SRY	PACRG-AS3
SRC	ATP2A3
SPI1	LRP11
FOXA2	PNPO
EZH2	EXOSC4
KDM4C	EXOSC10
GRHL2	TRAPPC4
RBBP5	ARAF
BRCA1	SART1
E2F1	LARP4B
BHLHE40	PLEKHG5
RBBP5	RPS12P26
THAP1	ACY1
BRD4	MST1R
CEBPB	RN7SL107P
GRHL2	CD276
MED12	ARHGEF19
NR2F2	FBXO36
NRF1	GSS
KDM1A	NACC1
MXI1	SLC11A1
TAF3	WEE1
GABPA	TNFRSF18
KLF9	CMTM4
SPI1	TPRG1-AS1
MEF2A	LINC01396
E2F3	TMEM62
FOXA1	MATR3
SUMO2	SNRPA1
SIN3A	PVT1
MYOD1	LRRC37A14P
GATA4	RNF19B
POU2F1	CADM1-AS1
IRF1	KHSRP
ZNF263	TRGV9
FOXA2	RPL17P33
FOXA1	BYSL
E2F1	SAXO1
CBX8	TADA3
CREB1	NKAIN1
TAF1	IFT172
STAT5A	TECR
GATA2	RNF145
CREBBP	NAPA-AS1
WDR5	MIAT
JUND	HMGB1P7
FOXA1	SLC39A7
NFIC	FILIP1
BRD4	MIR4500HG
SPI1	OTUD1
BRD2	PTGES3
MYOD1	MT1P1
BCOR	MRPL41
CREBBP	REXO4
POLR2A	RN7SL549P
RXRA	AP3D1
LMNB1	LZIC
CLOCK	ELOF1
BCL11A	MCL1
BRD3	JUND
BCL3	AXL
DDX5	DPM2
E2F1	MIR6734
HDAC2	CLCF1
GRHL2	RNU6-101P
GMEB2	ARPC5L
SRF	CHMP1A
NRF1	PTPN6
ERG	KLHL15
NR2F2	CTDP1
SREBF1	NR2E1
MAZ	NDUFA1
ERG	LINC01011
AR	PYGB
PBX3	ATP2A2
MAZ	SLCO3A1
MAX	FTL
TAF3	NAA38
EGR1	DOC2A
BRCA1	MSL2
EGR1	RPS27
KLF4	MIR548H2
FOXA1	EFR3A
SOX9	MIR766
TFAP2C	THNSL1
TFAP2A	TBC1D31
TCF12	TOMM20
PAX5	KIF17
LMNB1	DENND6B
BRD2	RHOBTB3
ARNT	DECR2
EP300	GNA15
MAX	HIGD1AP10
HNF4A	PDZK1
ASCL1	LSR
KLF4	ZNF70
MAX	CAMK1D
TCF3	RPS27P26
FOXH1	PRELID2
CBX3	RASSF5
BRD2	HMGB3P24
E2F6	NDUFB1P1
GABPA	VPS26A
NFATC2	ANKRD28
SREBF1	CLASP2
GATA1	TNRC6A
BRD4	COQ7
SAP30	CCDC28B
TBP	DUSP14
CBFB	FOXRED2
ERG	SEMA3A
NFIC	BST1
CLOCK	LARP1P1
BHLHE40	THAP3
MYB	MIR8072
BRD2	LRRC59
MXI1::CLEC5A	NAALADL2-AS2
BCOR	CLTC
CBX8	ALG8
ETV1	LDLR
NR2F2	NUP85
ICE2	KIF2C
BRD2	EPS8L3
BCOR	ENY2
KLF1	COG1
KDM5B	OSGIN1
BRD2	PRDX3P2
HNF4A	RNF5
RUNX3	P2RX5-TAX1BP3
SUMO2	LIF
EGR3	UNC80
HDAC2	NUDT7
MYC	FAM163A
KLF9	LATS1
NFIL3	TTC23
KLF5	MT-CO2
FLI1	SCML2P2
GATA1	MMP24
CREBBP	ANGPT1
FOXA1	PDCD6
STAT5B	ELMO2
NR2F2	BANF1P1
CEBPB	GABRR2
MAZ	AKTIP
GABPA	ZNF230
PHF8	WEE1
FOXO1	TFAP2D
RUNX3	COQ2
ZBTB7A	ACTN4P2
TBL1X	TTC19
ETS1	PKN2-AS1
MAX	RPS23P10
KLF9	KRBA2
HDAC2	SARM1
FOXA2	IFI16
ATF7	MAFF
FOXP1	TRIT1
TFAP4	TNKS1BP1
GRHL2	SIPA1L2
TFAP4	PPP1R14A
WDR5	AKAP13
PAX5	RNU6-318P
ZNF263	MIR7975
SPIB	TBC1D1
NFIC	RBM28
MYOD1	APOBEC2
NANOG	INO80D
MAZ	KLHL11
EHF	TSPAN3
ETS1	ANKRD50
RFX2	RFC5
E2F6	IKBKG
EZH1	SCAF1
ERG	ST13
EHF	TXNIP
NFAT5	ZNRF3-AS1
TP53	OR1A1
TEAD4	IFIT1
SPI1	EIF3M
RUNX3	POLR2G
HDAC1	CHD2
MAZ	CD44
GATA1	MGST3
FLI1	SNORA71B
EBF1	SCARNA21
PBX1	NRXN2
CTCF	RNA5SP375
TFAP2A	SEMA6C
E2F1	APOC1P1
MYOD1	SERTAD4
RELA	HMGB3P27
EP300	NLRC5
MAZ	EIF4E
ZNF384	DROSHA
MZF1	PICALM
TCF7L2	SOX12
POLR2A	UNK
PBX1	MIR6870
E2F5	SCYL3
IRF4	KPNA1
ELF1	SKIL
GATA2	CYSRT1
FOXP1	ARL3
OGT	ABCF3
RNF2	CUL7
RUNX3	MIR4516
EP300	OSGIN2
RBBP5	AP4B1
TCF3	KIF17
CREB1	DECR2
YY1	GLO1
WDR5	HMGN2P15
RUNX1T1	AKR1D1
KAT5	TMEM135
PAX5	MIR6741
EBF1	PPAN
ERG	SLC30A5
MAX	NKRF
PAX6	INSM1
NFE2	LINC01802
ZEB1	SEC14L1
